Nr,R_x,f_1,f_2,Generation,Rank
13,5-21-15-10-6-13-0-22-18-19-17-28-25-11-3*9-3-1-23-14-11-17-22-18-0-19-12-8-26*29-27-2-21-5-6-13-18-0-22-19-17-28-25-7*29-10-15-2-27-7-28-25-0-18-22-12-19-17-11*15-29-2-6-5-21-10-27-16-7-14-23-24-4-20*17-28-7-20-24-14-11-25-0-18-22-19-12-8-26*8-19-12-22-25-28-16-7-27-29-2-15-10-6-5*10-15-2-29-27-16-28-25-0-26-8-12-19-22-18*9-23-1-3-24-4-7-27-10-21-5-6-16-28-25*20-23-9-1-3-11-17-22-0-18-13-6-21-10-29*9-1-3-23-14-4-20-24-7-16-6-15-10-21-5*17-12-19-0-18-22-25-7-20-14-1-4-3-23-9*,16.1316051,630,0,0
14,29-27-7-20-24-14-11-25-0-18-22-17-19-8-12*29-2-15-5-21-10-27-7-28-25-22-17-12-19-18*22-18-0-26-8-12-19-17-11-3-9-23-24-7-27*9-1-3-23-20-4-24-7-27-16-28-25-0-18-13*0-13-6-5-21-15-10-2-27-7-28-25-11-14-9*2-27-16-6-13-18-19-0-25-28-7-4-1-3-9*24-4-1-3-23-14-20-7-27-15-10-21-5-6-16*26-8-19-12-17-22-18-0-28-16-27-2-29-10-15*16-7-24-1-3-9-23-14-11-17-22-18-0-26-8*26-8-19-12-18-0-22-17-28-25-7-24-20-14-11*5-21-10-15-6-13-18-22-0-26-8-12-17-11-25*5-21-6-13-0-18-22-17-28-7-4-3-23-14-20*,16.0607026,634,0,0
15,3-9-14-23-24-4-20-7-25-0-18-12-19-17-22*13-18-0-19-17-22-25-28-7-2-29-27-16-6-21*26-8-12-18-0-25-28-16-27-29-2-21-6-13*29-2-27-7-20-14-11-17-18-0-22-25-28-16-6*26-8-12-19-18-13-6-10-15-5-21-2-16-7-25*25-7-4-24-23-9-1-3-11-17-18-0-13-6-21*11-25-28-16-6-5-21-15-27-7-14-24-23-3-9*4-24-1-3-23-14-20-7-28-17-0-18-19-12-22*12-8-19-17-22-18-0-28-25-7-20-14-1-3-9*8-19-17-12-0-18-22-25-7-20-24-4-1-3-23*20-7-27-29-2-10-15-16-28-17-22-18-0-26-8*14-7-25-0-18-19-17-28-16-6-5-21-15-10-27*,16.05684475,635,0,0
16,10-2-29-15-5-21-6-16-28-25-0-12-19-18-13*11-17-18-12-19-22-0-28-16-27-29-2-7-14-24*7-20-24-14-23-9-3-11-17-22-0-18-12-19-8*4-23-1-3-14-24-20-7-27-10-21-5-6-15-29*21-5-6-15-2-10-16-27-29*9-1-3-23-14-11-17-22-18-13-0-25-28-16-15*9-3-4-24-1-23-14-20-7-27-16-28-25-11-17*7-27-29-2-21-5-15-10-6-13-0-22-17-18-12*1-3-9-23-24-4-7-28-25-22-19-12-18-0-26*13-18-17-0-26-8-19-12-22-25-28-7-20-4-24*7-27-15-16-28-0-18-22-19-17-11-14-23-9-1*4-24-1-3-9-23-20-7-16-6-15-10-27-2-29*,16.20136778,620,0,0
17,22-17-18-0-13-6-21-10-7-16-27-2-29-15-5*13-6-16-28-25-22-19-12-18-0-17-11-14-3-1*26-0-18-22-19-12-17-28-7-16-27-2-10-15-21*23-9-1-4-24-20-7-25-0-18-13-6-5-21-10*9-1-3-23-14-20-7-16-27-2-29-15-21-10-6*6-13-18-0-22-17-11-14-20-7-27-10-15-29-2*17-11-3-1-23-14-20-24-4-7-25-0-12-8-19*10-29-27-15-5-6-16-7-14-23-1-9-3-4-20*5-6-2-15-21-10-29-27-16-28-17-19-12-8-26*21-6-13-18-0-26-8-12-19-22-17-11-3-1-9*28-25-0-19-17-22-18-13-6-5-21-2-27-29-15*8-12-19-18-0-25-11-3-4-24-20-14-23-1-9*,16.04097498,666,0,0
18,20-14-9-3-11-25-28-16-6-5-21-10-27-7-4*8-12-19-22-17-18-0-25-7-20-24-1-23-3-9*9-1-3-23-14-24-4-7-27-29-2-10-15-5-21*5-6-21-15-16-27-2-10-29*8-12-19-17-28-25-7-20-14-23-24-4-1-9-3*25-28-0-13-6-5-21-10-2-29-15-27-7-14-11*9-1-3-23-14-7-25-22-17-18-0-26-8-12-19*4-23-9-1-3-11-17-22-0-18-13-6-10-29-2*9-1-24-4-7-25-28-0-26-8-12-22-17-19-18*25-11-14-7-28-17-22-18-0-26-8-12-19*24-7-20-4-3-1-23-14-11-17-22-0-26-8-12*8-12-19-22-25-28-16-7-4-24-3-1-23-14-9*,16.21443184,600,0,0
19,13-6-5-21-15-29-2-27-16-28-17-11-14-23-9*5-21-10-15-27-7-20-14-11-25-28-0-19-12-17*27-29-2-21-6-5-15-16-28-25-22-17-19-12-8*9-14-3-1-23-20-7-16-6-5-15-2-27-29-10*22-19-17-11-25-28-0-12-18-13-6-16-7-20-14*11-3-1-23-4-24-20-7-25-0-18-12-17-19-8*11-25-22-17-12-19-0-18-13-6-5-21-2-29-27*14-23-9-1-3-4-24-20-7-25-22-18-0-26-8*8-12-19-0-18-22-17-11-3-9-1-24-4-7-28*12-18-22-0-17-19-8-26*5-21-6-13-18-0-22-17-28-25-11-14-20-4-23*8-12-0-18-13-6-15-10-27-7-25-28-16-2-29*,16.06713234,633,0,0
20,9-3-1-24-23-14-11-17-0-18-22-19*13-6-16-27-7-14-24-4-20*15-16-2-27-7-28-25-22-19-18*29-2-21-15-10-27-7-20*20-24-1-3-23-14-7-16-6-5-21*22-12-18-0-25-7-20-24-1*21-6-13-0-28-7-16-27-10-29*0-22-18-19-12-17-28-25*8-12-17-22-25-7-27-29-15*23-9-1-3-11-17-18-0-26*14-24-3-1-9-23-20-7-16-27-10-6*12-19-0-28-25-7-16-27-2-29*,17.10188216,404,0,0
21,8-19-0-18-22-17-11-14-23-9-1*5-21-2-27-16-28-17-19-12-18-0-26*26-0-13-6-5-21-15-2-29*16-28-7-24-3-23-1-14-20*22-17-18-0-25-7-20-24-23*24-4-20-7-16-27-15-10-21*26-8-19-17-22-0-18-13-6-21-15-27*1-3-23-14-24-20-4-7-27*25-11-3-9-23-14-7-16-6-21-5*29-2-6-10-27-16-28-25-22-0-26-8*5-6-21-10-2-15-29-27-7-20*15-10-6-16-7-20-14-23-3-9-1*,16.87990998,439,0,0
22,13-18-22-25-7-20-24-4-14-3*9-1-3-23-20-7-27-10-15-5-6-13-18-22-19*26-0-22-17-28-7-27-29-10*2-29-27-16-6-13-18-17-22-0-25-28*21-15-2-29-27-16-28-25-0-18-22-17*17-28-25-7-2-29-27-15-21-5-6-10*5-6-15-10-27-16-28-25-11-14-7-20-24-3-9*26-8-12-0-18-13-6-15-10-7-4-20-14-24-23*13-18-22-17-19-12-0-28-7-25-11-3-23-24*23-1-3-4-24-20-7-27-16-28-0-19-22-17-18*24-4-3-23-9-1-14-7-27-10-21-6-16*24-4-1-9-3-11-17-22-18-0-26-8*,16.3341127,558,0,0
23,16-27-29-2-15-21-10*15-10-2-29-27-16-7-4-24-3-9-1*15-21-10-27-7-25-22-18-0-26*13-18-22-17-0-25-28-16-27-7-20-14-9*23-20-4-1-3-24-7-27-2-29*5-21-6-13-18-22-17-11-3-1-9-14*27-16-6-13-0-17-11-3-4-24-14-20-23-9-1*26-0-22-19-12-17-28-25-7-20-23-24-1-14-4*23-9-1-14-11-17-22-0-18-12-19*26-0-22-18-12-8-19-17-28-25-7-4*18-22-12-19-17-11-14-20-24-7*9-3-1-23-14-7-27-29-15-6-13-18-12-19-0*,16.54664484,498,0,0
24,9-3-1-23-14-7-16-6-5-15*20-7-14-11-17-18-0-25-28-16*8-12-19-22-17-11-14-24-4*26-0-22-25-28-16-27-2-21-5*3-1-24-20-7-16-27-10-2-29-15-6*21-15-6-13-18-0-22-19-17-12-8-26*10-15-16-27-7-25-28-17*12-0-25-7-4-1-3-14-24-20-23*0-22-17-11-14-7-25-28-16-6-21-10-29-2*1-9-3-11-17-22-18-13-6-10-7-16*29-10-15-16-2-27-7-25-22-18-0-26-8-19-12*16-7-27-2-15-5-6-13-0-18-22-19-17-28-25*,16.48220131,504,0,0
25,25-11-3-9-1-24-20-23-14-4-7*22-17-28-25-11-14-23-20*8-19-22-17-28-16-27-2-29-15*19-12-18-0-22-17-28-25-7-20-24*13-6-5-21-10-15-2-29-27-7*21-5-6-16-7-14-1-3-9*19-17-22-18-0-12-8-26*9-3-4-20-24-14-23-1*4-23-9-1-3-11-17-22-0-18-13*6-15-10-16-7-20-14-11-25*5-21-10-6-16-28-25-0-18-19-12-8-26*12-19-22-18-0-25-7-20-24-4*,17.55222703,387,0,0
26,8-12-19-17-28-16-27-10-15-2*17-12-19-22-0-28-16-27-2-29-10-21-6*14-4-3-9-23-1-24-20-7-27-29-2-10-21*29-27-7-20-14-11-17-18-0-25-28-16*6-15-27-7-25-22-18-0-26*9-14-3-1-23-24-4-20-7-27*8-12-19-17-22-0-13-6-21-2*23-9-1-3-11-17-22-0-18-13*23-14-20-4-7-16-27-10-21-5-6*19-22-18-0-28-25-7-16-27*9-1-23-14-7-27-10-15-16*8-12-19-22-18-0-25-7-16*,16.90086509,424,0,0
27,4-24-20-7-27-16-6-13*6-5-21-10-15-27-7-14-23-9-1-3*18-0-25-7-20-4-24-3-1-9*20-14-23-1-9-3-11-17-22-18-0-26*0-18-22-19-17-28-16-27-2-10*5-21-6-16-2-29-27-7-28-25-11-14-20-4-24*29-27-16-7-4-3-1-9-14-11-17-19-12-8*6-15-16-27-7-28-0-13-18-17*22-17-0-18-13-6-21-5-15-2-29-27*13-18-22-25-7-28-17-12-19*7-2-10-16-28-25-22-19-12*14-20-24-4-23-3-1*,16.56342062,442,0,0
28,18-0-22-25-11-14-24-20-7-2-27*12-19-22-0-18-13-6-5-21*19-12-0-25-28-16-10-21-5*5-6-13-18-0-19-17-11-3-9*3-23-1-24-20-14-4*16-6-5-21-10-27-7-4-24-20-23-3-1-14*29-2-6-10-15-16-27-7-28-25-22-17-19-8-12*8-12-19-17-11-14-20-24-1-23*26-0-22-18-19-12-17-28-16-15-10-21-6-5*8-26-0-18-22-25-7-27-29-2*4-14-20-7-27-29-2-16-28-25-22-19-12*4-1-9-23-14-20-7-27-16-6-13-18-17-11*,16.55599719,485,0,0
29,15-21-6-13-18-0-22-17-19-12-8-26*8-12-19-17-28-7-20-24-4*25-7-14-24-4-23-1-9-3-11-17-22-18-0-26*2-29-27-16-7-14-4-1-23-3*8-19-22-17-11-14-20-7-16-27-15-10-2-29*17-28-7-25-0-13-6-2-15-21-10-16-27-29*26-8-12-18-0-25-28-16-27-10*9-1-3-23-14-7-16-6-5-15*5-21-15-10-6-13-0-22-18-17*1-24-23-4-20-7-27-16-28-25-22-18-0-12-17*28-16-2-7-27-29-15-5-21-6*1-9-14-20-7-28-0-22-17-11-25*,16.45674538,510,0,0
30,9-1-14-20-7-25-28-17*11-25-28-17-22-19-12-8*6-15-2-27-16-7-20-24*27-29-2-15-10-21-5-6-13-0-18-19*23-1-9-3-24-20-7-2-29-15-6*8-12-17-22-25-7-27-29-2-10*24-4-20-7-25-0-18-13*24-4-3-9-1-23-14-20-7-25-28-17*11-25-0-26-8-12-19-17-18-22*9-1-3-23-14-11-17-19-12-8*3-1-9-23-14-7-27-10-15-5-21*12-19-18-0-22-17-28-7-27-2-21*,17.37292495,390,0,0
31,24-4-3-1-9-14-20-7-16-6-2-29-15*13-6-16-7-25-22-18-0-26-8-19-17-11-14*11-3-4-24-14-7-27-2-29*5-6-13-18-0-25-28-7*8-19-12-17-22-0-13-6-16-15-10-21-5*12-19-18-0-22-17-11-14-1-3-9-23-20-7-24*8-12-19-17-28-16-27-10-15*3-4-20-24-23-1-9-14-11-17-19-22*3-1-9-23-14-7-27-10-15-6-16-28-25-0*29-2-15-5-21-10-27-7-4-24-3-1-9*21-6-13-0-18-22-19-17-28-7-16-27-29*23-14-4-1-3-24-20-7-16-6-5-21-2*,16.33513561,525,0,0
32,0-12-8-26*19-17-22*10-27*4-24*7-28-0-18*6-5-21-10*3-1-24-20*11-14-20-7-16-27-2-29*9-23-14*13-18-22*25-28*15-10*,30.03489596,101,0,0
33,29-2*16-7*3-1*6-13-0-28-25-7-27-2-15-5-21*23-14-11-17-19-12-8*9-1-14-7-27-10*26-0*22-17*2-29*14-7-28-0-18-22-17*27-16*4-24-20-7*,23.68631634,136,0,0
34,6-15-10*13-18-0-22-17*17-12-8*4-24*22-25-28*2-27-7-20-24-1*1-9-23-14-11-17*5-21-10-2-29*0-26*16-27*3-1*12-19*,34.87672434,98,0,0
35,26-0*1-9*12-18*22-0-13-6-5-21*27-15-10*8-12-19-22-25-7-20-24*3-1-23-14-20-7-16*4-24*7-27-2-29*25-28*11-17-22*28-25*,25.90036825,106,0,0
36,29-2-10*0-18*22-18*23-3*6-10-15*25-28*8-12-19-22*0-13-6-5-21*16-7-20-24-4*9-23*1-3-23-14-11-17-22-0*27-16-28-0-26*,28.91103577,103,0,0
37,28-25*9-23-14-20*18-0-13-6-21*11-25*15-10-2-27*26-0*4-24*3-1-24-20-7-16-6-5*8-12-19-22-25-7-27-29*22-0*25-28*19-17*,24.35173603,113,0,0
38,2-29*4-24-14-23-1-3-9*28-25*0-26*2-27*16-7-20*18-22*11-14-7-25-28-0-18*8-12-19-0-13-6-5-21*7-27*22-17*15-6-10*,27.89864391,105,0,0
39,6-10-15-2-27*22-19-17-28-25-7*4-24-20-7-27-16*9-3*27-2-29*11-17-18-0-13-6*8-12-19-22-18-0*5-21-6-16-7-20*22-0-26*28-25*4-24-14*1-3-23-20-7-10*,23.37017769,147,0,0
40,23-14-4-20-24*12-18-0-22-17-11-14*5-21-6-13-0-12-8*4-24-20-7*9-3-1-23-14-7-27-29*27-16*19-0*27-2-10-15*25-28*18-0-28-25*16-7-25-22-18-0-26*24-7-27-10-15-6*,20.963935,163,0,0
41,18-22-0-12*14-11-17-19-12-8*5-21-10-27-7-14-23-9*28-25*24-4-7-25-22-18-0-26*13-6-16-28-17*7-27-2-29*15-10-27-16-7*20-7-25-22-19*22-0-28-16-10*19-17*3-1-23-4*,20.75748188,175,0,0
42,2-29*14-24-4-7*25-28-0-22-17*1-3-11-17-0-18*12-0-18-13-6-10-15*8-19-22*5-21-10-27-16*3-24-20-7-28-25*18-0-26*25-22*11-3-9-23*28-25-7-27-10-2*,23.04676175,149,0,0
43,27-16*1-3-24*22-17-28-25-7-27*7-28*9-23-14-20-7-27-10-15*6-10-27*19-0-18-13-6-5-21*4-7-28-17-22-18-0-26*2-29-27-7-24*18-0*11-17-22-12-8*25-28*,23.25923545,148,0,0
44,18-13*28-7-14*22-17*12-19-22-25-28-16*3-1-23-20-7*21-15-10-27-7*4-24-20-7-27-10*27-2-29*9-23-14-11-17-22-18*26-0-22-19-17*5-21-6-16-7-20-14*8-12-22*,22.81233926,152,0,0
45,21-5-6-13-0-19*6-10-15*15-16-28-25*21-10-27-7-20-14-23*2-29-27-7*22-17-28-16*1-3-11-17-22-18-0-26*9-1-23-14-20*8-12-19-22-25*6-16-7-20-4-24*3-1-9*18-0*,21.99684358,160,0,0
46,25-28*2-16-27-7*1-23-14-20-7*20-14-24*0-22-17-11-14*4-7-28-17-22-18-0-26*8-12-19-22-25-7-27-29*0-22-18-13*15-21-10-27*3-1-9-23-14-7-16-6*5-21*22-17*,22.40785013,155,0,0
47,15-2-29-27-7-20*0-18-22-17-28-7-20*8-19-17-22-18-0-13*9-1-3-23-20-7-27*15-10-16-27-7-20-24*12-18-0-22-17-11-14-23*3-1-24-20-7-25-28*5-21-10-2-27-7*14-7-20-4-23*7-28-17-19-18-0-26*5-21-15-6-13-18-0-26*1-3-23-14-7-16-6-5*,19.14551672,255,0,1
48,6-21-10-2-29-27*23-14-24-4-7-27-29*7-25-28-0-22-17-18*9-1-3-11-17-0-18-13*8-12-0-18-13-6-10-15*8-19-22-17-28-25*5-21-10-27-16-28-25*1-3-24-20-7-28-25*25-11-17-19-12-18-0-26*7-25-22-17-19-12*14-11-3-9-23*28-25-7-27-10-2-29*,18.98383797,256,0,1
49,3-1-9-14-20-7-16-6*13-6-16-7-25-22-18-0-26*4-24-14-7-27-2-29*5-6-13-18-0-25-28*8-19-12-17-22-0-13*0-22-17-11-14-1-3-9*8-12-19-17-28-16-27-10*4-20-24-23-1-9-14*9-23-14-7-27-10-15*5-21-10-27-7-4-24*6-13-0-18-22-19-17*1-3-24-20-7-16-6-5*,17.98629296,287,0,1
50,12-17-0-18-22*11-17-18-0-13-6-21*0-26-8-12-22-17*5-21-6-10-27-16*7-16-27-2-10-21*4-20-7-24-3-23*12-19-17-28-25-7-24*1-9-23-14-20-7-27*15-2-29-27-7-20*1-4-3-9*4-24-14-7-27-2-29*1-3-14-11-17-22-19-12-8*,20.50546528,240,0,1
51,12-19-17-28-16-27-2-29*15-21-10-16-7-27*8-26-0-17-22-19-12*4-24-20-7-25-28-0-18*14-1-3-23-24*9-14-11-17-0-18-22*19-17-22-18-13-6-5-21*9-1-3-24-4-14-11*9-14-7-27-10-15-21*20-14-23-3-24*15-10-27-7-20-14-24*8-12-19-22-25-7-27-29*,18.81479425,261,0,1
52,19-22-17-28-25-7-24*3-1-23-14-11-17-22-0-26*22-25-0-18-12-8-26*5-21-10-27-7-16*20-24-4-7-27-2-29*1-23-14-20-7-16-6-5*11-17-22-18-0-13-6-21*15-2-27-7-25-28*3-1-23-14-9*3-1-23-24-4-20*2-29-27-7-20-24-4*1-23-14-20-24-4*,19.40106968,248,0,1
53,5-21-6-13-0-18-22-17*6-15-10-27-16-7*3-9-23-14-20-7-27*24-20-7-27-16-28-25*17-22-18-0-12-8-26*9-3-1-14-11-17-22-0-26*2-15-10-27-7-16*22-19-17-28-25-7-27*9-1-3-23-4-24*16-27-2-29-10-21*16-28-25-7-24-4-20*25-22-0-28-7-16-27*,19.40057283,249,0,1
54,10-2-29-15*3-1-24-20-7-27-15*10-27-16-28-25-22-18*4-20-24-23-1-9-14*0-18-22-17-11-3-1-9*8-12-0-18-13-6-15-10*19-12-0-18-13-6-5-21*12-17-19-22-18-0-26*3-1-14-24-4-20*16-28-25-0-22-17-18*4-24-20-7-16-10-21*1-9-23-14-20-7-16*,19.90936989,245,0,1
55,8-12-19-17-28-16-27-10*19-22-0-28-16-27-2-29*1-24-20-7-27-29-2*7-20-14-11-17-18-0-25-28*15-27-7-25-22-18-0-26*3-1-23-24-4-20*8-12-19-17-22-0-13-6-21*9-1-3-11-17-22-0-18-13*4-7-16-27-10-21-5*22-18-0-28-25-7-16-27*9-1-23-14-7-27-10*8-12-19-22-18-0-25*,18.06143325,286,0,1
56,7-25-0-18-17-11*6-16-7-20-23-3-1-9*4-24-14-23-1-3-9*11-25-28-0-12-19-17-22*5-15-10-2-27-7*8-19-17-22-25-28-16*5-21-10-2-29-27*26-0-18-17-28-16-27-29*5-21-6-13-0-18-12-19*2-27-7-28-17-19-12*4-24-20-7-16-15-10*13-18-0-22-17-11-14-24*,18.35062544,265,0,1
57,6-15-10-29-2-27*10-27-7-20-24-14-23*10-16-28-25-22-19-12*11-17-18-0-13-6-21*9-3-1-23-14-7-27-29*3-23-14-11-17-19-12-8*5-21-6-16-7-20-14*3-9-14-11-17-22-0-26*24-4-20-7-16-27-29*27-10-15-16-7-25-0-28*16-7-4-24-3-23*7-20-14-11-25-28-16*,18.095657,282,0,1
58,1-3-23-14-7-27-10-21*15-2-29-27-7-20*14-20-7-28-0-22-17*19-17-28-25-7-20-24*5-21-6-13-0-12-8-26*3-23-14-11-17-18-0-26*21-15-10-16-27-29*3-24-4-7-16-6-5*9-3-1-23-20-7-25*5-15-2-21*0-18-22-25-7-20-24-4*10-27-16-28-25-22-0-26*,18.17459668,278,0,1
59,1-9-23-14-11-17-22-18*1-24-4-3*8-12-19-22-18-0-13-6-21*19-22-25-28-16-27-2-29*2-27-7-28-0-22-17*5-21-10-27-7-28-25*5-21-15-6-13-18-0-26*1-3-23-20-7-16-15*8-12-19-22-0-25-28*9-1-14-7-27-10-15*11-14-24-4-7-27-29*12-22-18-0-25-28-16*,18.24666823,271,0,1
60,24-20-7-16-27-2-29*17-19-22-25-7-16-28*13-18-0-25-7-20-14-23*12-19-17-11-14-20-24*8-12-19-17-28-16-10-15*13-6-21-15-10-2-29*3-1-23-24-4-20*10-15-6-13-18-22-0-26*9-3-1-23-14-7-27-29*3-1-24-20-7-16-6-5*6-13-18-0-19-17-11*0-28-17-22-19-12-8*,18.10094693,279,0,1
61,0-22-18-17-11-14-24*20-24-4-7-27-2-29*9-3-23-14-20-24*19-17-22-12-0-25-28*13-6-21-15-10-2-29*2-29-27-16-28-17-22*0-17-22-19-8-12*5-6-16-7-20-23-1-9*16-7-25-28-17-22-0-26*0-18-22-17-28-16-10-15*7-28-17-22-18-0-13*9-1-14-7-27-10-21*,18.50607903,262,0,1
62,14-23-9-3-4-24-20-7-27-16-6-5-21-15-10*28-16-6-5-21-10-15-27-7-14-23-4-3-1-9*11-17-22-12-18-0-25-7-20-4-24-1-3-9-23*25-28-7-24-4-23-1-9-3-11-17-22-18-0-26*14-11-25-0-18-22-19-17-28-16-27-29-2-10-15*21-6-10-16-2-29-27-7-28-25-11-3-23-9-1*20-24-3-1-9-14-11-17-19-12-8-26-0-18-22*21-5-6-15-16-27-7-28-0-13-18-12-19-22-17*12-18-13-6-21-5-15-2-29-27-10-7-14-9-1*21-5-6-13-18-22-25-7-28-17-0-26-8-19-12*20-23-3-1-4-7-10-16-28-25-22-19-12-18-0*9-3-14-20-24-4-23-1*,16.17205401,630,0,1
63,28-16-27-10-15-2-21-5-6-13-0-19-22-18-17*29-2-7-16-6-10-15-27*5-6-21-15-16-28-25-22-0-18-19-12-17-11-14*28-16-6-5-21-10-27-7-20-14-23-1-9-3-24*25-28-16-15-10-2-29-27-7-20-23-9-3-24-4*8-12-19-18-0-22-17-28-16-2-29-15-10-27-7*24-14-9-23-1-3-11-17-22-18-0-26-8-12-19*11-3-9-1-23-14-20-7-25-28-17-18-0-22-19*5-6-13-0-26-8-12-19-22-25-7-27-29-15-2*2-29-15-5-6-16-7-20-4-24-3-1-23-9-14*11-17-18-19-12-22-0-28-16-7-20-23-3-1-9*19-8-12-22-25-11-17-18-0-13-6-21-5-15-10*,16.20832359,626,0,1
