,R_x,f_1,f_2,Generation,Rank
10,4-3-5-7-9-13-12*0-1-3-4*3-5-7-14-6*0-1-2-5-14-6*4-3-11-10-9-6-14-8*0-1-2-5-7-9-10-12*,10.344294003868471,150.0,302,0.0
9,6-14-5-2-1-4*9-10-11-3-5-7-14-6*0-1-3-4*0-1-2-5-7-9-10-12*8-14-6-9-10*4-3-5-7-9-13-12*,10.350741457124435,149.0,270,0.0
10,4-3-1-0*8-14-6-9-10-11-3-4*0-1-2-5-7-9-10-12*3-5-7-14-6*4-3-5-7-9-13-12*6-14-5-2-1-4*,10.353965183752418,148.0,340,0.0
13,0-1-2-5-7-9-10-12*8-14-6-9-10-11-3-1*0-1-3-4*4-3-5-7-9-13-12*3-5-7-14-6*4-1-2-5-14-6*,10.361057382333978,147.0,380,0.0
11,6-14-5-2-1-0*0-1-2-5-7-9-10-12*11-10-9-6-14-8*4-3-1-0*4-3-5-7-9-13-12*11-3-5-7-14-6*,10.361702127659576,146.0,378,0.0
12,4-3-1-0*8-14-6-9-10-11*0-1-2-5-7-9-10-12*11-3-5-7-14-6*4-3-5-7-9-13-12*6-14-5-2-1-4*,10.37137330754352,144.0,308,0.0
14,4-3-1-2-5-14-6*7-14-6*12-10-9-7-5-2-1-0*12-13-9-7-5-3-4*4-3-1-0*8-14-6-9-10-11-3-4*,10.381044487427468,143.0,215,0.0
12,4-3-5-7-9-13-12*3-5-7-14-6*1-3-11-10-9-6-14-8*2-1-4*0-1-2-5-7-9-10-12*0-1-2-5-14-6*,10.38233397807866,142.0,221,0.0
16,7-14-6*0-1-2-5-7-9-10-12*6-14-5-2-1-4*0-1-3-4*12-13-9-7-5-3-4*8-14-6-9-10-11-3-1*,10.39458413926499,141.0,236,0.0
17,4-3-1-0*0-1-2-5-14-6*7-14-6*12-13-9-7-5-3-4*8-14-6-9-10-11-3*0-1-2-5-7-9-10-12*,10.397807865892972,140.0,229,0.0
18,4-3-1-0*8-14-6-9-10-11-3*7-14-6*4-3-1-2-5-14-6*12-13-9-7-5-3-4*0-1-2-5-7-9-10-12*,10.401031592520956,139.0,153,0.0
19,7-14-6*0-1-2-5-7-9-10-12*6-14-5-2-1-4*0-1-3-4*12-13-9-7-5-3-4*8-14-6-9-10-11-3*,10.40747904577692,138.0,203,0.0
14,2-1-4*0-1-2-5-7-9-10-12*1-3-11-10-9-6-14-8*0-1-2-5-14-6*4-3-5-7-9-13-12*7-14-6*,10.415860735009671,136.0,129,0.0
15,4-3-5-7-9-13-12*11-10-9-6-14-8*6-14-5-2-1-4*0-1-2-5-7-9-10-12*0-1-3-11*7-14-6*,10.440361057382336,134.0,247,0.0
17,11-10-9-6-14-8*4-1-2-5-14-6*1-3-11*6-14-7-5-3*4-3-5-7-9-13-12*12-10-9-7-5-2-1-0*,10.461637653127015,132.0,196,0.0
25,4-3-5-7-9-13-12*7-14-6*1-3-11-10-9-6-14-8*2-1-3*0-1-2-5-7-9-10-12*6-14-5-2-1-4*,10.46808510638298,131.0,382,0.0
26,4-1-2-5-14-6*2-1*12-13-9-7-5-3-4*7-14-6*8-14-6-9-10-11-3-1*12-10-9-7-5-2-1-0*,10.474532559638943,128.0,354,0.0
27,8-14-6-9-10-11-3-1*0-1-2-5-7-9-10-12*4-1-2-5-14-6*12-13*6-14-7*4-3-5-7-9-13*,10.484203739522888,126.0,355,0.0
11,7-14*4-3-5-7-9-13*1-3-11-10-9-6-14-8*13-12*0-1-2-5-7-9-10-12*4-1-2-5-14-6*,10.516441005802708,124.0,312,0.0
21,2-1-4*4-3-5-7-9-13-12-10*8-14-6-9*0-1-2-5-7-9-10-11*7-14-6*6-14-5-2-1-3-11*,10.544809800128949,123.0,90,0.0
29,12-13*14-7*13-9-7-5-3-4*0-1-2-5-7-9-10-12*4-3-1-2-5-14-6*8-14-6-9-10-11-3*,10.549323017408124,122.0,116,0.0
22,1-3-11*4-3-5-7-9-13-12-10*8-14-6-9*0-1-2-5-7-9-10-11*7-14-6*6-14-5-2-1-4*,10.56608639587363,121.0,119,0.0
28,12-13*3-11-10-9-6-14-8*4-3-1-2-5-14-6*9-7-5-3-4*0-1-2-5-7-9-10-12*13-9*,10.597034171502257,120.0,358,0.0
23,1-3-11*4-3-5-7-9-13-12-10*8-14-6-9*0-1-2-5-7-9-10-11*7-14*6-14-5-2-1-4*,10.59832366215345,119.0,103,0.0
41,7-14*0-1-2-5-7-9-13-12*4-3-1-2-5-14-6*4-3-5-7-9*8-14-6-9-10-11-3*10-12*,10.652482269503546,117.0,244,0.0
25,8-14-6-9*13-9*11-3-1-2-5-14-6*12-13*0-1-2-5-7-9-10-12*4-3-5-7-9-10-11*,10.693745970341714,116.0,78,0.0
25,2-1*4-3-5-7-9-13-12-10*8-14-6-9*0-1-2-5-7-9-10-11*7-14*6-14-5-2-1-3-11*,10.700838168923276,115.0,62,0.0
33,12-13*6-14-7*13-9-6-14-8*0-1-2-5-7-9-10-12*4-3-1-2-5-14-6*11-10-9-7-5-3-4*,10.73372018052869,114.0,140,0.0
26,1-3-11*4-3-5-7-9-13-12-10*8-14-6-9*0-1-2-5-7-9-10-11*7-14*6-14-5-2-1*,10.74661508704062,113.0,123,0.0
28,13-9*11-10-9-6-14-8*0-1-2-5-7-14-6*2-1-4*2-1-3-11*4-3-5-7-9-10-12-13*,10.757575757575758,112.0,180,0.0
27,1-3*4-3-5-7-9-13-12-10*8-14-6-9*0-1-2-5-7-9-10-11*7-14-6*6-14-5-2-1-4*,10.765312701482914,111.0,124,0.0
29,13-9*11-10-9-6-14-8*0-1-2-5-7-14-6*2-1-4*1-3-11*4-3-5-7-9-10-12-13*,10.770470664087686,110.0,175,0.0
28,1-3*4-3-5-7-9-13-12-10*8-14-6-9*0-1-2-5-7-9-10-11*7-14*6-14-5-2-1-4*,10.797549967762734,109.0,131,0.0
40,0-1-2-5-7-14-6*4-3-5-7-9-10-12-13*8-14-6-9-10-11*9-13*2-1-3-4*3-11*,10.80722114764668,108.0,128,0.0
30,4-3-5-7-9-10-11*11-3-1*9-13-12-10*0-1-2-5-7-14-6-9*5-7-14-8*2-1-4*,10.834300451321727,107.0,331,0.0
31,9-13-12-10*5-14-8*0-1-2-5-7-14-6-9*1-3-11*4-3-5-7-9-10-11*2-1-4*,10.836234687298518,106.0,137,0.0
32,4-3-5-7-9-10-11*11-3-1*9-13-12-10*0-1-2-5-7-14-6-9*7-14-8*2-1-4*,10.85364281108962,105.0,257,0.0
40,5-14-8*9-6-14-7-5-2-1-0*11-3*4-3-5-7-9-10-11*4-3-1-2*9-13-12-10*,10.872985170857511,104.0,209,0.0
41,7-14-8*9-6-14-7-5-2-1-0*11-3*4-3-1-2*4-3-5-7-9-10-11*9-13-12-10*,10.890393294648614,103.0,247,0.0
36,1-3*2-1-4*11-10-9-6-14-8*3-11*4-3-5-7-9-10-12-13*0-1-2-5-7-14-6*,10.905222437137333,102.0,47,0.0
43,14-8*9-6-14-7-5-2-1-0*11-3*4-3-1-2*4-3-5-7-9-10-11*9-13-12-10*,10.929722759509994,101.0,161,0.0
38,1-3*1-4*11-10-9-6-14-8*3-11*4-3-5-7-9-10-12-13*0-1-2-5-7-14-6*,10.943907156673117,100.0,40,0.0
47,9-13-12*10-12*11-3-1-2*9-6-14-7-5-2-1-0*4-3-5-7-9-10-11*7-14-8*,10.974210186976144,99.0,78,0.0
48,9-13-12*10-12*11-3-1*9-6-14-7-5-2-1-0*4-3-5-7-9-10-11*5-14-8*,10.985170857511283,98.0,109,0.0
49,9-13-12*10-12*11-3-1*9-6-14-7-5-2-1-0*4-3-5-7-9-10-11*7-14-8*,11.002578981302385,97.0,48,0.0
50,0-1-2-5-7-14-6-9*11-10-9*14-8*4-3-5-7-9-10-12-13*1-3-4*11-3*,11.038684719535784,96.0,104,0.0
50,9-13-12*10-12*11-3-1*9-6-14-7-5-2-1-0*4-3-5-7-9-10-11*14-8*,11.041263700838169,95.0,64,0.0
51,9-6-14-7-5-2-1-0*10-12*4-3-1-2*9-13-12*4-3-5-7-9-10-11*5-14-8*,11.066408768536428,94.0,248,0.0
52,9-6-14-7-5-2-1-0*10-12*4-3-5-7-9-10-11*9-13-12*4-3-1-2*7-14-8*,11.081237911025145,93.0,285,0.0
53,9-6-14-7-5-2-1-0*10-12*4-3-1*9-13-12*4-3-5-7-9-10-11*5-14-8*,11.111540941328176,92.0,272,0.0
54,9-6-14-7-5-2-1-0*10-12*4-3-1-2*9-13-12*4-3-5-7-9-10-11*14-8*,11.119922630560929,91.0,224,0.0
55,9-6-14-7-5-2-1-0*10-12*4-3-1*9-13-12*4-3-5-7-9-10-11*14-8*,11.165054803352676,89.0,188,0.0
56,9-6-14-7-5-2-1-0*10-12*3-1*9-13-12*4-3-5-7-9-10-11*5-14-8*,11.191489361702128,88.0,110,0.0
57,9-6-14-7-5-2-1-0*10-12*3-1*9-13-12*4-3-5-7-9-10-11*7-14-8*,11.206318504190843,87.0,73,0.0
58,9-6-14-7-5-2-1-0*10-12*3-1*9-13-12*4-3-5-7-9-10-11*14-8*,11.245003223726629,85.0,81,0.0
59,5-7*14-8*13-12-10-9-7-5-3-4*3-1*11-10-9*0-1-2-5-7-14-6-9*,11.352030947775628,84.0,127,0.0
56,9-10-11*0-1-2-5-14-6-9*14-8*7-14*4-3-5-7-9-10-12-13*3-1*,11.429400386847195,83.0,179,0.0
61,11-10*0-1-2-5-7-14-6-9*13-12-10-9-7-5-3-4*5-14-8*5-7*3-1*,11.480980012894909,82.0,131,0.0
62,5-7*7-14-8*13-12-10-9-7-5-3-4*3-1*11-10*0-1-2-5-7-14-6-9*,11.495809155383624,81.0,56,0.0
63,3-1*13-12-10-9-7-5-3-4*5-14*8-14*9-6-14-7-5-2-1-0*11-10*,11.527401676337847,80.0,165,0.0
64,11-10*0-1-2-5-7-14-6-9*13-12-10-9-7-5-3-4*14-8*5-7*3-1*,11.534493874919407,79.0,60,0.0
61,10-11*0-1-2-5-14-6-9*14-8*7-14*4-3-5-7-9-10-12-13*3-1*,11.61766602192134,78.0,157,0.0
65,14-8*11-10*9-6-14-7-5-2-1-0*3-1*13-12*12-10-9-7-5-3-4*,11.695680206318505,77.0,247,0.0
60,11-10*13-12*8-14*4-3-5-14-6-9*1-3*0-1-2-5-7-9-10-12*,11.803997421018698,76.0,66,0.0
64,7-14*14-8*0-1-2-5-7-9-10-12*13-12*10-11*4-3-5-14-6-9*,12.01418439716312,75.0,350,0.0
68,5-7*7-14-8*13-12-10-9-7-5-3-4*3-1*11-10*0-1-2-5-7-14-6*,12.206318504190843,74.0,70,0.0
50,3-4*9-6-14-5-3*11-10*13-12*12-10-9-7-5-2-1-0*14-8*,12.326241134751774,73.0,61,0.0
70,11-10*0-1-2-5-7-14-6*13-12-10-9-7-5-3-4*14-8*5-7*3-1*,12.338491295938104,72.0,63,0.0
71,14-8*11-10*6-14-7-5-2-1-0*3-1*13-12*12-10-9-7-5-3-4*,12.4996776273372,70.0,255,0.0
72,14-8*13-12*11-10*6-14-7-5-2-1-0*14-7*12-10-9-7-5-3-4*,12.74468085106383,69.0,266,0.0
67,5-3-4*11-10*0-1-2-5-7-14-6-9*3-1*9-10-12-13*8-14*,12.900709219858156,67.0,77,0.0
74,7-14-8*0-1-2-5-7-9-10-12*13-12*7-14-6*11-10*1-3-4*,13.118633139909736,66.0,372,0.0
75,5-3-4*13-12*6-14-7*12-10-9-7-5-2-1-0*8-14*11-10*,13.121856866537716,65.0,372,0.0
69,12-10-9*0-1-2-5-7-14-6-9*11-10*14-8*13-12*5-3-4*,13.306898774983882,64.0,90,0.0
69,9-6-14-7-5-2-1-0*14-8*12-10-9*13-12*4-3-1*11-10*,13.493874919406837,63.0,62,0.0
