Nr,R_x,f_1,f_2,Generation,Rank
10,0-50-13-33-58-64-51-35-6-47*30-26-8-51-35-58-45-36-54-18-39*4-25-57-35-51-8-26-16-9-68*15-49-1-26-16-10-55-20-33-22*53-46-40-7-47-6-56-8-26-1-9-68*21-63-6-35-34-41-45-36-38-69-3*62-49-1-16-10-20-43-50-23-69*67-27-41-58-64-52-20-17-61-60-44*66-48-29-69-23-50-43-20-55-10-16-26-30*32-65-37-5-54-36-45-41-35-51-8-26-49-42*28-56-51-34-41-45-36-54-18-39*4-12-25-34-35-51-8-26-49-15*39-18-54-19-38-36-45-58-64-52*14-2-50-43-20-55-10-16-26-30-24-63*31-11-9-68-59-17-20-33-22-38*,29.25083456,576,0,1
11,1-26-16-10-55-20-33-22-38-19-3*31-1-26-8-28-56-6-47-53-40*13-33-22-45-36-38-69-0-2-50*37-5-54-36-45-58-64-52-8-26-49*2-50-43-20-55-10-16-1-26-30*0-69-38-36-45-41-12-25-4-53*14-44-17-10-8-28-56-6-47-53*5-54-19-22-33-20-17-59-9-68-11*42-15-49-26-8-51-35-34-41-27-67*15-30-26-16-10-20-43-50-23-69-29-48*0-2-50-43-17-10-16-26-30-24-62*21-24-30-26-16-10-17-61-60-44*9-68-59-17-20-33-22-19-54-65-39-18-66*32-54-36-45-41-34-57-35-6-63*46-40-7-4-25-41-58-33-43-61-60*,28.6693594,595,0,1
12,29-48-66-38-36-45-41-12-25-4-53*15-49-26-16-55-20-33-22-38-19-66-48*37-5-54-19-38-22-13-43-61-60-44*2-50-43-20-52-8-28-56-6-47*68-9-59-11-1-26-8-52-64-58-45-36-54-18-39-65*0-23-69-38-36-45-41-25-4-7*16-10-20-33-22-38-19-54-18-32*40-7-53-47-6-56-28-8-26-49-11-31*13-43-20-55-10-16-26-30-24-21*15-49-26-8-51-35-57-34-41-27-67*32-54-36-45-41-35-51-8-26-62-42*3-19-38-22-33-20-55-10-16-26-30*46-40-12-41-35-64-52-20-17-60-14*5-54-38-36-45-34-35-6-63-21*46-40-7-47-6-56-28-8-26-49*,28.54260008,604,0,1
13,23-50-43-20-10-16-1-26-30-24-42*5-54-36-45-34-35-51-56-8-26-49-15*46-40-7-47-6-56-8-26-16-9-68*26-16-55-20-43-50-23-69-3-29*11-68-9-17-20-33-22-38-19-54-65*57-25-27-41-34-58-64-52-20-17-61-44*0-69-38-36-45-41-25-12-4-53*62-26-8-51-35-34-45-36-19-66*46-40-7-47-6-56-28-8-26-49*31-1-16-26-30-24-21-63-6-47-53*37-5-54-38-22-33-20-17-59-9-68*62-49-26-8-51-35-34-41-27-67*2-50-13-22-45-41-25-4-40-46*14-2-50-13-20-10-17-44-60-61*26-8-51-35-41-45-36-54-18-32-39-48*,28.58906016,600,0,1
14,63-6-35-34-45-36-38-19-66-69*14-44-61-17-10-28-8-56-6-47*7-4-25-41-45-36-38-19-66-48*0-2-50-43-17-10-16-26-30-24-63*1-16-26-8-56-6-47-53-7-40*57-41-36-38-22-33-20-55-10-16-26-30-62-42*1-26-8-51-34-25-4-7-40-46*26-8-51-35-34-45-36-38-66-48*37-65-18-54-36-45-58-64-52-8-26-1-31*68-11-9-59-17-20-33-22-38-54-32-39*7-47-6-56-8-26-30-24-21-63*14-2-50-33-58-41-25-12-4-7-40*15-49-26-16-10-55-20-43-50-23*60-44-61-43-13-22-38-19-54-5-67-27*29-3-66-19-38-36-45-34-35-6-63*,28.6047597,597,0,1
15,13-20-55-10-59-17-50-33-58-64-52*9-16-10-55-20-33-22-38-19-66-48*7-4-12-25-41-45-36-38-69-23*38-22-33-20-10-16-1-49-15-42*10-55-52-64-58-45-36-54-5-37*32-5-54-36-45-34-57-35-6-63-21*68-11-1-26-8-56-6-47-53-7-40-46*31-1-16-55-52-64-58-45-36-54-5-37*3-66-19-22-33-20-55-10-16-26-62*49-26-8-51-35-57-34-45-36-54*2-0-50-43-20-52-8-28-56-6-47*24-30-26-8-51-58-45-36-54-18-39*29-3-69-23-50-43-20-10-16-26-30*27-41-58-64-52-20-17-61-60-44-14*28-8-52-64-58-45-36-54-18-65-67*,28.92017839,587,0,1
16,53-4-25-34-57-35-51-8-26-49-15-42*3-38-36-45-41-25-4-7-40-46*29-69-3-38-36-45-34-35-6-47*11-9-59-17-20-33-22-38-19-65*21-63-6-35-34-45-36-38-19-66-48-39*28-56-51-35-34-25-4-7-40-46*24-21-63-6-35-34-41-45-36-54-32*67-37-65-5-54-19-22-13-43-61-60-44*18-54-19-38-22-33-20-17-59-68*21-6-35-57-34-45-36-38-19-66*27-41-34-35-51-64-52-20-17-60*33-22-13-50-43-17-20-52-64-51-58*0-50-43-17-55-10-16-26-30-24-62*14-2-50-13-22-45-41-12-4-7-46*3-23-50-43-20-55-10-16-26-49-1-31*,28.94221694,582,0,1
17,15-49-26-8-51-35-34-41-25-27-67*42-49-26-8-51-34-45-36-38-66-48-29*59-17-20-33-22-38-19-54-5-65*1-26-8-28-56-51-35-41-27-67*0-2-50-13-22-45-41-12-4-40-46-7*3-69-23-50-43-20-10-16-26-49-62*21-30-26-8-52-64-58-45-36-38-69*60-14-44-61-17-20-10-16-26-30-24*31-1-26-16-10-55-52-64-58-45*31-11-1-26-30-24-63-6-47-53*26-30-63-6-35-51-64-52-10-28*26-8-51-35-41-45-36-54-5-37*65-19-38-22-33-20-17-59-9-68*63-6-35-57-34-45-36-54-18-65*9-68-59-17-20-33-22-19-18-39-32*,29.23096092,581,0,1
18,37-65-54-38-22-33-20-17-9-68*29-69-23-50-43-20-55-10-16-26-62*9-59-17-20-33-22-38-19-18-39*42-15-49-26-8-51-41-45-36-38-19-3-0*7-4-12-25-41-34-57-35-6-47*30-26-16-10-52-64-58-45-36-54-32*4-12-41-58-34-45-36-54-5-67-27*31-11-68-9-17-50-23-29-48-39*60-14-44-61-17-10-16-26-30-24-21*59-10-55-52-64-35-34-41-27-67*2-50-43-20-55-10-8-56-6-47*24-63-6-35-57-34-45-36-54-18-65*31-1-16-10-28-8-56-6-47-53*46-40-7-4-12-41-45-36-38-66*39-18-54-19-38-36-45-58-64-52-20-13*,28.84865303,594,0,1
19,48-66-38-36-45-34-51-8-26-49-42*31-11-9-17-20-33-22-38-19-54-18-39*40-7-47-6-56-8-10-17-61-44*3-66-38-36-45-41-34-35-6-63*46-40-12-41-35-64-52-20-17-60*57-35-6-56-8-26-49-15-62-24-21-63*21-63-6-35-34-45-36-38-19-69*3-66-19-38-22-33-20-55-16-26-30*28-10-59-17-20-33-22-38-19-54-5-67-27*32-37-65-5-54-36-45-41-35-6-63*15-49-26-16-10-20-43-50-23-69-29*9-68-1-26-8-56-6-47-7-40-46*59-17-20-33-22-38-19-54-5-65*14-2-50-13-33-58-34-25-4-40-46*53-7-4-12-41-36-38-19-66-69-23-0*,28.07309324,618,0,1
20,30-26-16-55-52-64-58-45-36-38*14-44-17-10-8-28-56-6-47-53*31-1-26-8-28-56-6-47-7-40-46*24-30-26-16-10-55-17-61-60-44*30-26-8-51-41-45-36-54-5-65-39*3-69-23-50-43-17-59-1-49-15-42*44-61-43-33-22-38-19-54-5-67*6-63-30-26-1-16-10-28-8-56*0-23-69-66-19-36-41-25-4-7-46-40-12*48-66-38-36-45-34-51-8-26-49-11*5-54-19-38-22-33-20-10-59-9-68*14-2-50-13-20-55-17-60-44-61*29-19-38-22-33-20-55-10-16-26-49-42*62-30-26-8-51-35-34-41-45-36-54-18-32*24-21-63-6-35-57-34-41-27-67-37*,28.17639149,615,0,1
21,29-23-50-43-20-55-10-16-26-49-62-21*7-4-25-41-35-64-52-20-17-60*7-53-47-6-56-28-8-26-49-11*14-2-50-13-22-45-41-12-4-40-46*15-49-26-8-51-35-41-45-36-54-18-37*15-49-26-16-10-52-64-58-45-36-41-27-67*42-24-63-6-35-34-45-36-38-19-54-5*31-1-16-10-55-20-33-22-38-19-66*14-44-61-17-10-16-26-30-24-63*53-47-6-63-24-30-26-1-9-68*0-3-69-23-50-43-17-59-68-9-11*3-66-19-38-36-45-34-35-6-47*16-10-52-64-58-45-36-54-18-32-65-39*1-16-10-20-33-22-38-19-66-48*24-63-6-35-57-34-41-45-36-38*,28.29065451,608,0,1
22,19-38-22-33-20-10-16-26-49-62*48-3-66-19-36-45-41-25-4-53*11-9-17-20-33-22-38-19-18-39-65*31-1-49-26-8-28-56-6-47-53*42-15-49-26-16-10-20-33-22-38-66-48*12-25-27-41-36-54-18-5-37-67*21-30-26-8-51-34-45-36-38-19-66*48-3-66-38-36-45-34-35-6-63*1-16-10-55-52-64-58-45-36-54-18-32*14-44-60-17-50-0-23-69-38-36-41-25-4-7-46*40-4-25-57-35-51-64-52-20-17-61-43-13*29-3-69-23-50-43-17-59-1-49-15-42*15-49-26-8-52-64-58-45-36-38-66*68-1-26-8-51-34-41-36-54-5-37*0-2-50-43-20-55-10-16-26-30-24*,28.008831,621,0,1
23,0-3-66-38-36-45-34-57-35-6-63*31-9-68-59-17-50-23-69-3-48-39*46-7-4-25-41-45-36-38-66-48-29*15-49-26-16-10-17-43-50-23-69-18-32*27-41-34-58-64-52-20-17-61-60*11-68-9-17-20-33-22-38-19-54*13-20-55-17-9-1-26-8-28-56-6-47-7-40*60-61-43-33-22-38-54-5-37-67*7-4-12-25-41-34-58-33-50-2-14*2-50-43-17-10-16-26-30-24-21*53-4-12-41-58-64-52-20-17-61-44*5-54-38-36-45-34-35-6-63-24*2-50-43-20-10-16-1-26-30-24-62*46-40-7-4-25-27-67-5-37-65*42-15-49-26-8-51-41-45-36-54-65*,28.08183078,617,0,1
24,0-23-69-38-36-45-41-12-4-7*14-2-50-13-22-45-41-25-4-40-46*37-5-54-36-45-58-64-52-8-26-62*16-10-55-20-33-22-38-19-54-18*24-30-26-8-56-51-35-34-41-27-67*4-25-34-35-51-8-26-1-9-68*53-47-6-56-28-8-10-55-17-61-44-60*15-49-1-16-10-55-20-43-50-23*42-15-49-26-16-10-20-43-50-23-69-29*15-49-26-16-55-20-33-22-38-19-66-48-3*18-54-36-45-41-34-35-6-63-21*11-68-9-17-20-33-22-38-19-18*47-53-7-40-4-12-25-34-35-6-63*11-9-68-59-17-20-33-22-38-54-36-41-57*31-1-16-10-52-64-58-45-36-54-18-32-39-65*,28.20775425,612,0,1
25,53-47-6-35-51-64-52-55-10-59*8-28-56-51-57-35-6-63-30-26*49-26-16-10-52-64-58-45-36-54*10-55-52-64-58-45-36-54-18-39*30-26-16-55-52-64-58-45-36-38*10-55-20-33-22-38-19-54-18-32*18-54-36-45-41-51-8-26-1-31*9-1-16-26-8-56-6-47-40-46*11-68-9-16-26-8-56-6-47-53*0-23-2-50-43-61-17-44-60-14*0-23-69-38-36-41-25-4-7-46*60-61-43-13-22-19-54-5-37-67-27-12*20-52-64-51-35-57-25-4-40-46*62-42-15-49-26-8-52-64-58-45-36-54-65*24-21-6-35-34-45-36-38-19-66-29-3-48*,32.12351454,575,0,2
26,21-63-6-35-41-45-36-54-18-32*48-3-69-23-50-43-17-59-1-49-15-42*32-65-5-67-27-25-4-7-40-46*12-41-34-57-35-51-8-26-49-15*37-18-54-36-45-58-64-51-8-26-62*27-41-34-35-51-8-26-49-15-42-24*7-53-47-6-56-8-26-1-68-9-31*2-50-13-33-22-45-41-25-4-7*39-18-54-36-45-34-57-35-51-56*44-14-2-50-13-20-10-55-17-60-61*0-69-38-36-45-41-25-12-4-7*66-19-38-22-33-20-17-59-9-68*52-8-28-56-51-34-35-6-63-30-26*26-16-10-55-20-43-50-23-69-29*11-9-68-1-26-8-56-51-41-27-67*,29.31523178,576,0,2
27,29-3-66-38-36-45-34-35-6-47*37-65-18-54-36-45-41-34-51-8-26-49-42*13-50-23-69-38-36-45-41-12-4-7-40-46-53*1-59-17-43-50-23-69-3-29-48*27-41-34-57-35-51-8-26-1-31*5-18-54-19-38-22-33-20-17-59-10-28*12-41-58-64-52-20-17-61-60-44-14*32-54-19-38-36-45-34-35-6-63*2-23-0-50-43-20-55-10-16-26-30-21*31-1-16-10-20-33-22-38-54-18-39*35-6-56-8-26-49-15-62-24-63*59-10-55-52-64-51-35-41-27-67*5-54-36-45-34-35-51-8-26-62*4-12-25-57-35-34-45-36-54-5-67-27*3-69-23-50-43-17-59-9-68-11*,28.59946941,604,0,2
28,15-49-26-16-10-20-43-50-23-69-29*31-11-9-59-17-20-33-22-38-19-65-32*21-24-30-26-16-10-55-20-43-50-23*53-47-6-56-28-8-10-55-17-60*39-65-5-67-27-25-4-7-40-46*39-18-54-36-45-41-12-4-7-46*15-49-26-8-51-34-41-45-36-38*33-13-50-43-17-20-52-64-51-58*62-42-49-26-16-10-55-20-33-22-38-19-66*14-44-61-17-10-28-8-56-6-47*44-61-43-33-58-41-12-4-7-40-46*0-2-50-43-17-59-1-26-30-24-21*37-5-54-36-45-34-57-35-6-63-21*7-47-6-56-28-8-26-16-1-9-68*46-40-4-25-41-45-36-38-66-48-3*,28.97625859,589,0,2
29,14-60-44-61-43-50-2-0-69-23*15-49-26-16-10-55-52-64-58-45*29-23-50-43-20-10-16-26-30-62*63-6-35-34-45-36-38-66-3-69*6-35-57-34-41-45-36-54-18-39-32*31-9-59-17-20-33-22-36-54-5-37*68-11-9-17-20-33-22-38-54-18-65-67*56-28-8-52-10-16-1-26-30-63*46-7-4-25-57-51-64-52-55-10-59*48-3-66-19-38-36-45-34-35-6-21*2-14-61-17-20-13-22-38-19-66-3-69-23*21-24-30-26-16-10-55-20-17-61*14-44-17-10-28-8-56-6-47-53-40*27-12-25-34-57-35-51-8-26-49-15*12-41-34-35-51-56-8-26-49-15-42*,29.00533702,587,0,2
30,40-4-25-57-35-64-52-20-17-60*28-8-56-6-35-34-25-4-40-7-53-47*11-9-17-20-33-22-38-19-54-32*7-47-6-56-28-8-55-17-61-44*62-30-26-8-52-64-58-45-36-54-5-65*21-24-30-26-1-59-17-43-50-23-0*14-2-50-13-22-45-41-12-4-7-46*67-27-41-34-51-56-8-26-1-68*18-39-48-3-69-23-50-43-17-9-68*24-63-6-35-57-34-45-36-54-5-65*37-65-5-67-27-25-4-7-40-46*31-1-26-8-51-41-45-36-54-65*15-49-26-16-10-55-20-43-50-23-29*42-30-26-8-51-35-41-45-36-54-32*24-63-6-35-58-45-36-38-19-66*,28.39936766,610,0,2
31,31-1-16-55-52-64-58-45-36-54-32*26-8-56-51-41-45-36-54-18-39*0-2-50-43-20-10-16-26-49-15-42*14-44-17-55-10-16-26-30-24-21*21-63-6-35-34-45-36-38-69-29*11-9-1-26-8-51-35-34-41-25-27-67*3-66-19-22-33-20-55-10-16-26-62*33-13-50-43-17-20-52-64-51-58-57*3-69-23-50-43-20-10-16-26-49*68-59-1-26-8-51-34-25-4-7-40-46-53*32-18-54-19-38-22-33-43-61-60*26-8-51-34-45-36-54-5-65-37*14-44-61-17-10-16-26-30-24-21-6-56-28*12-40-47-6-35-58-33-22-38-19-66-48*16-10-20-33-22-38-19-54-18-32*,28.5152349,608,0,2
32,49-1-26-8-51-35-34-41-27-67-37*57-35-6-21-63-24-30-26-16-55-52-64-58-45-36-38-66*4-25-34-35-51-64-52-20-17-60*11-9-17-20-33-22-38-19-18-39*0-23-69-38-36-45-41-25-4-7-40*29-48-3-69-23-50-43-17-9-68-11-31*53-47-6-56-8-10-17-61-44-60*7-4-12-41-34-51-8-26-1-31*46-7-53-47-6-56-28-8-26-1-11-15-42*33-58-64-52-55-10-20-13-50-43*7-4-12-25-41-34-58-33-50-2-14*44-61-17-55-8-28-56-6-47-53*62-26-8-52-64-58-45-36-54-18-65-5*18-54-36-45-58-64-52-55-16-26-49*32-65-54-38-22-33-20-17-59-9-68*,28.11078981,636,0,2
33,48-66-18-54-36-45-58-64-51-8-26-62-21*46-40-7-4-12-41-45-36-38-69-0-50-13*0-2-50-33-22-45-41-12-25-4-53*1-26-8-51-34-41-36-54-5-37*29-3-69-23-50-43-20-55-16-26-49-15-42*40-7-47-6-56-8-26-1-9-68*27-25-12-41-45-36-54-5-67-37*9-68-59-17-20-33-22-38-19-65*60-14-2-50-33-22-45-41-25-4-40-46*16-26-8-56-51-35-34-41-27-67*4-25-57-51-64-52-20-17-61-44*39-18-54-38-36-45-34-35-6-47*28-10-55-20-33-22-38-19-54-18-32*11-49-1-26-8-56-6-47-40-46*7-53-47-6-63-24-30-26-1-31*,28.15539646,617,0,2
34,30-26-16-10-55-20-43-50-23-69*31-9-68-1-26-8-56-6-47-53-40*14-60-61-43-50-2-0-69-29-23-3*15-30-26-16-10-55-8-28-56-6-47*5-18-54-36-45-34-35-6-63-21*30-26-8-52-64-58-45-36-38-69*5-54-19-38-22-33-20-17-9-11*11-1-49-26-8-51-34-41-27-67*46-7-4-25-12-41-45-22-33-50-2-14*39-18-54-36-45-41-34-51-8-26-62-42-24*11-9-59-17-20-33-22-38-54-5-37*11-49-26-8-28-56-6-47-7-40-4-25-57-58-33-13*40-7-47-6-56-28-10-17-61-44*28-8-52-64-58-45-36-54-5-65-32*48-66-19-38-36-45-34-35-51-56*,28.12598057,630,0,2
35,60-44-17-10-8-28-56-6-47-40-46*29-3-66-19-22-33-20-55-10-16-26-62-42*1-26-8-51-35-34-41-36-54-5*3-38-22-33-20-55-16-1-49-15*14-2-50-13-33-58-34-25-4-40-46*0-23-69-38-36-45-41-25-4-7-53*14-44-61-17-59-1-26-30-24-21*1-16-55-20-33-22-38-66-3-48-39*12-25-57-35-6-21-30-26-16-10-55-17-43-50-23*32-54-38-22-33-20-17-59-9-68*5-54-38-36-45-34-35-6-63-21*18-32-65-37-67-27-25-4-7-40-46*31-11-68-9-59-17-20-33-22-19-54*2-50-43-20-55-10-16-26-30-63*8-55-52-64-51-35-6-63-30-26*,28.3316945,614,0,2
36,14-44-60-61-17-10-16-26-30-63*27-41-34-35-51-56-8-26-1-31*15-49-26-8-56-51-35-34-41-27*59-11-1-26-8-56-51-35-41-27-67*23-2-50-13-22-45-41-12-25-4-53*46-40-4-25-41-45-36-38-66-48-39*62-49-26-16-10-55-20-33-22-38-69-18-32*1-26-16-10-55-20-33-22-38-19-29*42-15-49-26-8-52-64-58-45-36-54-5-65*6-35-34-45-36-38-19-66-3-48*26-8-51-35-41-45-36-54-5-37*7-47-6-56-28-8-26-1-9-68*24-30-26-16-10-55-20-33-22-38*0-50-43-20-55-10-16-26-30-63*21-6-35-57-34-45-36-54-5-65*,30.57812654,576,0,3
37,12-25-34-57-35-51-8-26-49-15*68-9-59-17-20-33-22-38-19-18-32*33-22-13-43-17-20-52-64-51-58*5-18-54-36-45-34-35-51-8-26-49*4-25-41-34-35-51-8-26-1-31-11*27-67-5-54-38-19-36-45-34-41*29-3-69-23-50-43-17-59-1-49*48-3-66-19-38-36-41-25-4-53*29-3-66-38-36-45-34-35-6-47*5-54-36-45-58-64-52-10-16-26*44-60-61-14-2-50-13-22-45-41-12-4-40-7*46-40-53-47-6-56-28-8-26-49*37-65-39-18-54-36-45-58-64-52-8-26-49*42-62-26-8-51-35-34-45-36-38-66*0-2-50-43-20-55-10-16-26-30-24-21-63*,29.66128639,585,0,3
38,9-68-1-26-8-56-6-47-7-40-46*42-15-49-26-8-51-58-45-36-38-19-66*11-9-59-17-20-33-22-38-19-66*2-50-43-17-10-55-16-26-30-24*65-5-54-36-45-34-35-51-56-8-26-49-62*27-25-12-41-45-36-54-5-67-37-32-39*1-16-10-55-52-64-58-45-36-54-18*21-63-6-35-34-45-36-38-19-69*47-53-4-12-25-34-35-6-56-28-8-52-64*7-47-6-56-8-55-10-59-9-68*31-11-68-9-59-17-20-33-22-38*48-3-66-19-38-36-45-58-64-52-20-13*14-44-61-17-55-10-16-26-30-24*14-44-60-61-43-50-2-0-69-23-29*12-41-34-57-35-51-8-26-49-15*,30.37678917,580,0,3
39,3-23-50-43-20-55-16-26-49-15-42*3-38-36-45-41-12-4-7-40-46*46-40-7-4-25-41-45-36-38-69-29*28-8-52-64-58-45-36-54-18-32*21-62-49-26-8-51-35-34-41-27-67*4-12-25-34-35-51-8-26-1-31*7-4-25-57-58-64-52-20-17-61-60-44-14*37-65-5-54-38-22-33-20-17-59*23-50-43-20-55-10-16-26-30-63-24*30-26-8-51-34-45-36-38-19-66-48*27-41-34-35-51-8-26-1-9-68-11*39-18-54-36-45-58-51-35-6-47*0-50-43-20-55-10-16-26-49-62*30-26-8-56-51-35-34-41-27-67*53-7-4-12-41-45-36-19-66-69-23-2-50-13*,29.39556737,586,0,3
