,R_x,f_1,f_2,Generation,Rank
15,4-1-2-5-14-6*8-14-6-9-10-11-3-1*7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-5-14-6*,10.353320438426822,146.0,317,0.0
16,4-1-2-5-14-6*8-14-6-9-10-11-3*7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-5-14-6*,10.36621534493875,143.0,301,0.0
11,0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*6-14-5-2-1-4*0-1-3-4*8-14-6-9-10-11-3-4*6-14-7*,10.38749194068343,142.0,268,0.0
12,0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*6-14-5-2-1-4*0-1-3-4*8-14-6-9-10-11-3-1*6-14-7*,10.39458413926499,141.0,234,0.0
13,0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*6-14-5-2-1-0*0-1-3-4*8-14-6-9-10-11-3*6-14-7*,10.397807865892972,140.0,256,0.0
14,0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*6-14-5-2-1-3-4*0-1-3-4*8-14-6-9-10-11-3*6-14-7*,10.401031592520956,139.0,311,0.0
15,0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*6-14-5-2-1-4*0-1-3-4*8-14-6-9-10-11-3*6-14-7*,10.40747904577692,138.0,231,0.0
18,2-1-4*0-1-2-5-14-6*0-1-2-5-7-9-10-12*7-14-6*4-3-5-7-9-13-12*8-14-6-9-10-11-3-1*,10.415860735009671,136.0,182,0.0
20,7-14-6*4-1-2-5-14-6*0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*8-14-6-9-10-11*0-1-3-11*,10.440361057382336,134.0,268,0.0
20,1-3-11-10-9-6-14-8*3-5-7-14-6*4-3-5-7-9-13*0-1-2-5-7-9-10-12*4-1-2-5-14-6*12-13*,10.450676982591876,132.0,133,0.0
20,4-1-2-5-14-6*1-3-11-10-9-6-14-8*7-14-6*0-1-2-5-7-9-10-12*2-1-3*4-3-5-7-9-13-12*,10.46808510638298,131.0,93,0.0
23,4-1-2*11-3-1-2-5-14-6*7-14-6*8-14-6-9-10-11*0-1-2-5-7-9-13-12*13-12-10-9-7-5-3-4*,10.473887814313349,130.0,235,0.0
21,4-3-5-7-9-13-12*4-1-2-5-14-6*8-14-6-9-10-11-3-1*7-14*7-14-6*0-1-2-5-7-9-10-12*,10.474532559638943,128.0,204,0.0
22,1-3-11-10-9-6-14-8*7-14-6*4-3-5-7-9-13*0-1-2-5-7-9-10-12*4-1-2-5-14-6*12-13*,10.484203739522888,126.0,178,0.0
23,1-3-11-10-9-6-14-8*7-14*4-3-5-7-9-13*0-1-2-5-7-9-10-12*4-1-2-5-14-6*12-13*,10.516441005802708,124.0,199,0.0
27,0-1-2-5-7-9-10-11*4-1-2*4-3-5-7-9-13-12-10*8-14-6-9*11-3-1-2-5-14-6*7-14-6*,10.544809800128949,123.0,229,0.0
24,3-11-10-9-6-14-8*7-14*4-3-5-7-9-13*0-1-2-5-7-9-10-12*4-3-1-2-5-14-6*12-13*,10.549323017408124,122.0,224,0.0
28,0-1-2-5-7-9-10-11*4-1-2-5-14-6*4-3-5-7-9-13-12-10*8-14-6-9*1-3-11*7-14-6*,10.56608639587363,121.0,187,0.0
29,0-1-2-5-7-9-10-11*4-1-2-5-14-6*4-3-5-7-9-13-12-10*8-14-6-9*1-3-11*7-14*,10.59832366215345,119.0,189,0.0
26,11-3-1-2-5-14-6*9-6-14-8*4-3-5-7-9-10-11*13-12-10*0-1-2-5-7-9-13-12*7-14-6*,10.646034816247582,117.0,222,0.0
27,11-3-1-2-5-14-6*9-6-14-8*4-3-5-7-9-10-11*12-10*0-1-2-5-7-9-13-12*7-14-6*,10.655705996131529,115.0,237,0.0
28,11-3-1-2-5-14-6*9-6-14-8*4-3-5-7-9-10-11*12-10*0-1-2-5-7-9-13-12*7-14*,10.687943262411348,113.0,164,0.0
29,4-3-1-2-5-14-6*9-6-14-8*4-3-5-7-9-10-11*13-12-10*0-1-2-5-7-9-13-12*7-14-6*,10.756286266924564,111.0,199,0.0
30,4-3-1-2-5-14-6*9-6-14-8*4-3-5-7-9-10-11*12-10*0-1-2-5-7-9-13-12*7-14-6*,10.76595744680851,109.0,192,0.0
31,4-3-1-2-5-14-6*9-6-14-8*4-3-5-7-9-10-11*12-10*0-1-2-5-7-9-13-12*7-14*,10.79819471308833,107.0,180,0.0
35,4-3-5-7-9-10-11*11-3-1*0-1-2-5-7-14-6-9*10-12-13-9*2-1-4*5-14-8*,10.836234687298518,106.0,119,0.0
36,0-1-2-5-7-14-6-9*11-3-1*4-3-5-7-9-10-11*2-1-4*10-12-13-9*7-14-8*,10.85364281108962,105.0,64,0.0
33,4-3-5-7-9-10-11*0-1-2-5-7-14-6-9*9-13-12-10*11-3*5-14-8*4-3-1-2*,10.872985170857511,104.0,264,0.0
38,0-1-2-5-7-14-6-9*11-3-1*4-3-5-7-9-10-11*2-1-4*10-12-13-9*14-8*,10.892327530625405,103.0,66,0.0
41,8-14-6-9-10-11*13-12-10-9-7-5-3-4*4-1-2*0-1-2-5-7-14-6*11-3*3-1*,10.905222437137333,102.0,46,0.0
36,4-3-5-7-9-10-11*0-1-2-5-7-14-6-9*9-13-12-10*11-3*14-8*4-3-1-2*,10.929722759509994,101.0,273,0.0
43,8-14-6-9-10-11*13-12-10-9-7-5-3-4*4-1*0-1-2-5-7-14-6*11-3*3-1*,10.943907156673117,100.0,52,0.0
44,0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*12-13-9*10-12*8-14-7*11-3-1-2*,10.974210186976144,99.0,226,0.0
45,0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*12-13-9*10-12*8-14-5*11-3-1*,10.985170857511283,98.0,189,0.0
46,0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*12-13-9*10-12*8-14-7*11-3-1*,11.002578981302385,97.0,198,0.0
46,11-10-9*4-3-5-7-9-10-12-13*3-11*4-3-1*0-1-2-5-7-14-6-9*8-14*,11.038684719535784,96.0,47,0.0
47,0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*12-13-9*10-12*8-14*11-3-1*,11.041263700838169,95.0,83,0.0
48,0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*12-13-9*10-12*8-14-5*4-3-1-2*,11.066408768536428,94.0,162,0.0
49,0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*12-13-9*10-12*8-14-7*4-3-1-2*,11.081237911025145,93.0,127,0.0
50,0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*12-13-9*10-12*8-14-5*4-3-1*,11.111540941328176,92.0,191,0.0
51,0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*12-13-9*10-12*8-14*4-3-1-2*,11.119922630560929,91.0,141,0.0
52,0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*12-13-9*10-12*8-14*4-3-1*,11.165054803352676,89.0,113,0.0
53,0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*12-13-9*10-12*8-14-5*3-1*,11.191489361702128,88.0,174,0.0
54,0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*12-13-9*10-12*8-14-7*3-1*,11.206318504190843,87.0,57,0.0
55,0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*12-13-9*10-12*8-14*3-1*,11.245003223726629,85.0,56,0.0
56,3-1*0-1-2-5-7-14-6-9*11-10-9*8-14*7-5*13-12-10-9-7-5-3-4*,11.352030947775628,84.0,46,0.0
57,8-14*3-1*9-10-11*14-7*4-3-5-7-9-10-12-13*0-1-2-5-14-6-9*,11.429400386847195,83.0,194,0.0
58,3-1*0-1-2-5-7-14-6-9*11-10*8-14-5*7-5*13-12-10-9-7-5-3-4*,11.480980012894909,82.0,48,0.0
59,3-1*0-1-2-5-7-14-6-9*11-10*8-14-7*7-5*13-12-10-9-7-5-3-4*,11.495809155383624,81.0,85,0.0
60,3-1*0-1-2-5-7-14-6-9*14-8*10-11*14-5*4-3-5-7-9-10-12-13*,11.527401676337847,80.0,38,0.0
61,3-1*0-1-2-5-7-14-6-9*11-10*8-14*7-5*13-12-10-9-7-5-3-4*,11.534493874919407,79.0,37,0.0
62,8-14*3-1*10-11*14-7*4-3-5-7-9-10-12-13*0-1-2-5-14-6-9*,11.61766602192134,78.0,188,0.0
63,3-1*4-3-5-7-9-10-12*12-13*10-11*0-1-2-5-7-14-6-9*14-8*,11.695680206318505,77.0,50,0.0
64,14-8*12-13*0-1-2-5-7-9-10-12*4-3-5-14-6-9*3-1*11-10*,11.803997421018698,76.0,21,0.0
65,11-10*0-1-2-5-7-9-10-12*14-8*12-13*4-3-5-14-6-9*7-14*,12.01418439716312,75.0,207,0.0
66,11-10*6-9*0-1-2-5-7-14-6*14-8*12-10-9-7-5-3-4*12-13*,12.120567375886525,74.0,46,0.0
67,4-3-5*0-1-2-5-7-9-10-12*9-6-14-5*11-10*14-8*12-13*,12.252740167633783,73.0,13,0.0
68,3-1*0-1-2-5-7-14-6*11-10*8-14*7-5*13-12-10-9-7-5-3-4*,12.338491295938104,72.0,28,0.0
69,4-3-5-7-9-10-12*0-1-2-5-7-14-6*3-1*11-10*14-8*13-12*,12.4996776273372,70.0,41,0.0
70,8-14*7-5*12-13*12-10-9-7-5-3-4*11-10*0-1-2-5-7-14-6*,12.74468085106383,69.0,54,0.0
71,10-11*14-8*4-3-5*13-12-10-9*0-1-2-5-7-14-6-9*3-1*,12.900709219858156,67.0,18,0.0
72,7-14-8*7-14-6*0-1-2-5-7-9-10-12*11-10*12-13*1-3-4*,13.118633139909736,66.0,30,0.0
73,11-10*4-3-5*12-13*0-1-2-5-7-9-10-12*7-14-6*14-8*,13.121856866537716,65.0,33,0.0
73,11-10*0-1-2-5-7-14-6-9*12-13*4-3-5*12-10-9*8-14*,13.306898774983882,64.0,26,0.0
74,13-12*0-1-2-5-7-14-6-9*14-8*12-10-9*11-10*4-3-1*,13.493874919406837,63.0,32,0.0
