,f_1,f_2,R_x
12,14.520984334814122,522,21-15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*13-6-16-27-29-2-7-24-3-9-1*12-19-18-0-25-7-20-24-4-23-3*9-23-14-7-16-6-13*8-12-19-17-28-16-10-2*27-2-15-5-6-16-7-24-1-3*8-12-17-11-14-23-1-3-4-7-28-0-26*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-20-23-9-3*
13,14.525222118307225,519,21-15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*13-6-16-27-29-2-7-24-3-9-1*12-19-18-0-25-7-20-24-4-23*9-23-14-7-16-6-13*8-12-19-17-28-16-10-2*27-2-15-5-6-16-7-24-1-3*8-12-17-11-14-23-1-3-4-7-28-0-26*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-20-23-9-3*
14,14.527180266541968,517,21-15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*13-6-16-27-29-2-7-24-3-9*12-19-18-0-25-7-20-24-4-23*9-23-14-7-16-6-13*8-12-19-17-28-16-10-2*27-2-15-5-6-16-7-24-1-3*8-12-17-11-14-23-1-3-4-7-28-0-26*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-20-23-9-3*
0,14.53285012859481,513,21-15-10-7-20-14-11-17-22-18-0-26*19-18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*29-2-7-20-23-3-1-9*12-19-17-28-16-27-10-15*9-1-4-7-28-0-26*17-28-25-11-3-9-23-14-7-16-6-13*2-15-5-6-16-7-24-3-1-9*19-18-0-25-7-20-24-4-23-14-11-17-12-8*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-4-3-1*
19,14.553249941547811,510,15-10-7-20-14-11-17-22-18-0-26*19-18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*13-6-16-27-29-2-7-24-3-1*19-18-0-25-7-20-24-4*9-23-14-7-16-6-13*8-12-17-11-14-23-1-3-4-7-28-0-26*10-27-2-15-5-6-16-7-24-1-3-9*8-12-19-17-28-16-10*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-20-23-3-9*
17,14.556523263970073,506,15-10-7-20-14-11-17-22-18-0-26*19-18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*13-6-16-27-29-2-7-24-3-1*8-19-18-0-25-7-20-24-4*9-23-14-7-16-6-13*8-12-17-11-14-23-1-3-4-7-28-0-26*27-2-15-5-6-16-7-24-1-3-9*12-19-17-28-16-10*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-20-23-3-9*
20,14.560030395136778,504,15-10-7-20-14-11-17-22-18-0-26*19-18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*13-6-16-27-29-2-7-24-3-1*19-18-0-25-7-20-24-4*9-23-14-7-16-6-13*8-12-17-11-14-23-1-3-4-7-28-0-26*10-2-15-5-6-16-7-24-1-3-9*8-12-19-17-28-16-10*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-20-23-3-9*
22,14.5651157353285,502,15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*13-6-16-27-29-2-7-24-3-1*12-19-18-0-25-7-20-24-4*9-23-14-7-16-6-13*8-12-17-11-14-23-1-3-4-7-28-0-26*10-2-15-5-6-16-7-24-1-3-9*8-12-19-17-28-16-10*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-20-23-3-9*
16,14.56795066635492,501,15-10-7-20-14-11-17-22-18-0-26*19-18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*13-6-16-27-29-2-7-24-3-1*19-18-0-25-7-20-24-4*9-23-14-7-16-6-13*8-12-17-11-14-23-1-3-4-7-28-0-26*27-2-15-5-6-16-7-24-1-3-9*12-19-17-28-16-10*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-20-23-3-9*
21,14.571487023614685,500,15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*13-6-16-27-29-2-7-24-3-1*19-18-0-25-7-20-24-4*9-23-14-7-16-6-13*8-12-17-11-14-23-1-3-4-7-28-0-26*10-2-15-5-6-16-7-24-1-3-9*8-12-19-17-28-16-10*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-20-23-3-9*
23,14.572129997661913,498,15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*13-6-16-27-29-2-7-24-3-1*12-19-18-0-25-7-20-24-4*9-23-14-7-16-6-13*8-12-17-11-14-23-1-3-4-7-28-0-26*2-15-5-6-16-7-24-1-3-9*8-12-19-17-28-16-10*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-20-23-3-9*
15,14.579407294832826,497,15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*13-6-16-27-29-2-7-24-3-1*19-18-0-25-7-20-24-4*9-23-14-7-16-6-13*8-12-17-11-14-23-1-3-4-7-28-0-26*27-2-15-5-6-16-7-24-1-3-9*12-19-17-28-16-10*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-20-23-3-9*
1,14.592705167173252,496,21-15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*29-2-7-20-23-3-1-9*12-19-17-28-16-27-10-15*9-23-14-7-16-6-13*26-0-28-7-4-1-9*2-15-5-6-16-7-24-3-1-9*19-18-0-25-7-20-24-4-23-14-11-17-12-8-26*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*23-14-11-25-28-16-6-5-21-10-27-7-4-3-1*
24,14.593494271685762,493,15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*13-6-16-27-29-2-7-24-3-1*12-19-18-0-25-7-20-24-4*9-23-14-7-16-6-13*8-12-17-11-14-23-1-3-4-7-28-0-26*2-15-5-6-16-7-24-1-3-9*8-12-19-17-28-16-10*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*11-25-28-16-6-5-21-10-27-7-20-23-3-9*
0,14.599018003273322,491,21-15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*29-2-7-20-23-3-1-9*12-19-17-28-16-27-10-15*9-23-14-7-16-6-13*26-0-28-7-4-1-9*2-15-5-6-16-7-24-3-1-9*19-18-0-25-7-20-24-4-23-14-11-17-12-8*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*23-14-11-25-28-16-6-5-21-10-27-7-4-3-1*
25,14.61599836333879,488,15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*6-16-27-29-2-7-24-3-1*12-19-18-0-25-7-20-24-4*9-23-14-7-16-6-13*8-12-17-11-14-23-1-3-4-7-28-0-26*2-15-5-6-16-7-24-1-3-9*8-12-19-17-28-16-10*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*11-25-28-16-6-5-21-10-27-7-20-23-3-9*
26,14.645458265139116,486,15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*6-16-27-29-2-7-24-3-1*12-18-0-25-7-20-24-4*9-23-14-7-16-6-13*8-12-17-11-14-23-1-3-4-7-28-0-26*2-15-5-6-16-7-24-1-3-9*8-12-19-17-28-16-10*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*11-25-28-16-6-5-21-10-27-7-20-23-3-9*
0,14.651449614215572,476,23-1-3-24-4-7-28-0-26*9-1-3-11-17-22-0-18-13-6-21*9-23-20-7-27-10-15-5-6-13-0-22-19-12*1-3-14-7-27-29-2-15-6-13-18-0-26*9-23-14-7-16-6-13*9-3-11-25-28-16-6-5-21-2-29*21-15-16-28-25-22-12-8*3-1-24-7-16-6-5*21-10-7-20-14-11-17-22-18*26-8-19-17-28-16-27-29-2-7-20-24-4*17-22-25-7-27-29-2-10-6-13-0-12-8*1-3-23-20-7-25-0-18-19-12-17-11-14-24-4*
1,14.678600654664484,474,23-1-3-24-4-7-28-0-26*9-1-3-11-17-22-0-18-13-6-21*9-23-20-7-27-10-15-5-6-13-0-22-19-12*1-3-14-7-27-29-2-15-6-13-18-0-26*9-23-14-7-16-6-13*9-3-11-25-28-16-6-5-21-2-29*21-15-16-28-25-22-12-8*3-1-24-7-16-6-5*21-10-7-20-14-11-17-22-18*26-8-19-17-28-16-27-29-2-7-20-24-4*17-22-25-7-27-29-2-10-6-13-0-12-8*1-3-23-20-7-25-0-18-19-12-17-11-14-24*
0,14.69338905775076,461,8-12-18-13-6-15-10-2-29*22-17-28-25-7-20-24-4*9-3-1-23-14-7-16-6-5*13-18-0-28-7-4-24-14-11-17-19-12-8*13-18-0-22-17-11-3-1-9-14-7-27-10-21-5*5-21-6-16-28-25-11-3-9*4-3-1-9-23-14-11-17-22-18-0-26*29-2-21-5-6-13-0-19-17-28-16-10-15*5-21-15-27-7-20-23-3-1-9*8-12-0-28-16-27-29-2-7-24-3-1-9*19-18-0-25-7-20-14-11-17-12-8*26-8-12-19-22-25-7-27-2-29*
1,14.716711480009351,458,8-12-18-13-6-15-10-2-29*22-17-28-25-7-20-24-4*9-3-1-23-14-7-16-6-5*13-18-0-28-7-4-24-14-11-17-19-12-8*13-18-0-22-17-11-3-1-9-14-7-27-10-21-5*21-6-16-28-25-11-3-9*4-3-1-9-23-14-11-17-22-18-0-26*29-2-21-5-6-13-0-19-17-28-16-10-15*5-21-15-27-7-20-23-3-1-9*8-12-0-28-16-27-29-2-7-24-3-1-9*19-18-0-25-7-20-14-11-17-12-8*26-8-12-19-22-25-7-27-2-29*
2,14.741261398176292,454,8-12-18-13-6-15-10-2-29*22-17-28-25-7-20-24-4*9-3-1-23-14-7-16-6-5*13-18-0-28-7-4-24-14-11-17-19-12-8*13-18-0-22-17-11-3-1-9-14-7-27-10-21-5*21-6-16-28-25-11-3-9*4-3-1-9-23-14-11-17-22-18-0-26*29-2-21-5-6-13-0-19-17-28-16-10-15*5-21-15-27-7-20-23-3-1-9*8-12-0-28-16-27-29-2-7-24-3-1-9*19-18-0-25-7-20-14-11-17-12*26-8-12-19-22-25-7-27-2-29*
18,14.778290858078092,453,25-22-17-28-7-4-1-3*8-12-18-13-6-15-10-27*18-0-25-7-20-24-4-23*19-22-17-28-16-10-21-15-2-29*23-14-11-17-22-0-13-6-5*26-8-12-19-17-11-14-24-4*4-24*0-13-6-10-2-29-27-7-25-22-19-12-8*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*9-1-3-23-20-7-10-21-5-6-16-28-25-11-14*8-12-18-0-28-16-27-29-2-7-24-1-3-9*12-19-18-13-6-21-5-15-27-7-20-14-11-17*
0,14.783230067804537,438,8-12-18-13-6-15-10-2-29*17-28-25-7-27-2*1-9-23-14-11-17-22-18-0-26*13-18-0-25-7-20-14-11-17-19*13-18-0-22-17-11-3-1-9-14-7-27-10-21*21-6-16-28-25-11-3-9*4-3-1-23-14-7-16-6-5*29-2-21-5-6-13-0-19-17-28-16-10-15*5-21-15-27-7-20-23-3-1*8-12-22-0-28-16-27-29-2-7-24-3-1-9*18-0-28-7-4-24-14-11-17-12-8*4-24-20-7-25-22-19-12-8-26*
22,14.847556698620528,436,25-22-17-28-7-4-1-3*8-12-18-13-6-15-10-27*18-0-25-7-20-24-4*19-22-17-28-16-10-21-15-2-29*23-14-11-17-22-0-13-6-5*26-8-12-19-17-11-14-24-4*4-24*0-13-6-10-2-29-27-7-25-22-19-12-8*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*1-3-23-20-7-10-21-5-6-16-28-25-11-14*12-18-0-28-16-27-29-2-7-24-1-3-9*12-19-18-13-6-21-5-15-27-7-20-14-11*
0,14.84860883797054,419,4-1-3-9-14-7-27-10-15*9-23-14-7-16-6-13*9-1-3-24-7-16-6-5*23-24-4-7-28-0-26*5-21-6-13-0-19*9-3-11-25-28-16-15-21-5-6-13-0-12-8*15-10-16-28-17-19-12-18-0-25-7-20-14-23*1-3-23-20-7-2-29-27-16-28-0-18-12*21-10-7-20-24-4*4-24-14-11-17-19-12-8-26*8-19-22-25-7-27-29-2-21-5*9-1-3-11-17-22-0-18-13-6-15-10-2-29*
1,14.876958148234744,418,4-1-9-14-7-27-10-15*9-23-14-7-16-6-13*9-1-3-24-7-16-6-5*23-24-4-7-28-0-26*5-21-6-13-0-19*9-3-11-25-28-16-15-21-5-6-13-0-12-8*15-10-16-28-17-19-12-18-0-25-7-20-14-23*1-3-23-20-7-2-29-27-16-28-0-18-12*21-10-7-20-24-4*4-24-14-11-17-19-12-8-26*8-19-22-25-7-27-29-2-21-5*9-1-3-11-17-22-0-18-13-6-15-10-2-29*
35,14.887742576572364,414,17-28-7-4-1-3-14*8-12-0-13-6-15-10-2-29*17-22-18-0-25-7-20-24-4*12-19-17-28-16-10-21*3-23-14-11-17-22-0-13-6-5*8-12-17-11-14-24-4*23-24-4*21-2-29-27-7-25-22-19-12-8-26*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*1-3-23-20-7-27-10-21-5-6-16-28-25-11-14*22-18-0-28-16-27-29-2-7-24-1-3-9*19-18-13-6-21-15-10-7-14-11*
37,14.897299509001636,412,19-17-28-7-4-1-3-14*8-12-0-13-6-15-10-2-29*17-22-18-0-25-7-20-24-4*12-19-17-28-16-10-21*3-23-14-11-17-22-0-13-6-5*8-12-17-11-14-24-4*24-4*21-2-29-27-7-25-22-19-12-8-26*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*1-3-23-20-7-27-10-21-5-6-16-28-25-11-14*22-18-0-28-16-27-29-2-7-24-1-3-9*19-18-13-6-21-15-10-7-14-11*
36,14.914396773439329,409,17-28-7-4-1-3-14*8-12-0-13-6-15-10-2-29*17-22-18-0-25-7-20-24-4*12-19-17-28-16-10-21*3-23-14-11-17-22-0-13-6-5*8-12-17-11-14-24-4*24-4*21-2-29-27-7-25-22-19-12-8-26*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*1-3-23-20-7-27-10-21-5-6-16-28-25-11-14*22-18-0-28-16-27-29-2-7-24-1-3-9*19-18-13-6-21-15-10-7-14-11*
38,14.92544423661445,407,19-17-28-7-4-1-3-14*8-12-0-13-6-15-10-2-29*17-22-18-0-25-7-20-24-4*12-19-17-28-16-10-21*3-23-14-11-17-22-0-13-6-5*8-12-17-11-14-24-4*24-4*21-2-29-27-7-25-22-19-12-8*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*1-3-23-20-7-27-10-21-5-6-16-28-25-11-14*22-18-0-28-16-27-29-2-7-24-1-3-9*19-18-13-6-21-15-10-7-14-11*
39,14.940524900631283,405,19-17-28-7-4-1-3-14*8-12-0-13-6-15-10-2-29*17-22-18-0-25-7-20-24-4*12-19-17-28-16-10-21*3-23-14-11-17-22-0-13-6-5*8-12-17-11-14-24-4*24-4*21-2-29-27-7-25-22-19-12-8*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*1-3-23-20-7-27-10-21-5-6-16-28-25-11-14*18-0-28-16-27-29-2-7-24-1-3-9*19-18-13-6-21-15-10-7-14-11*
40,14.947188449848024,403,19-17-28-7-4-1-3-14*8-12-0-13-6-15-10-2-29*22-18-0-25-7-20-24-4*12-19-17-28-16-10-21*3-23-14-11-17-22-0-13-6-5*8-12-17-11-14-24-4*24-4*21-2-29-27-7-25-22-19-12-8*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*1-3-23-20-7-27-10-21-5-6-16-28-25-11-14*18-0-28-16-27-29-2-7-24-1-3-9*19-18-13-6-21-15-10-7-14-11*
0,14.949964928688331,398,8-12-18-13-6-15-10-2-29*28-25*9-3-11-25-28-16-6-21*18-0-28-7-4-24-14-11-17-19-12-8*13-18-0-22-17-11-3-1-9-14-7-27-10-21-5*9-23-14-11-17-22-18-0-26*4-3-1-23-14-7-16-6-5*29-2-21-5-6-13-0-19-17-28-16-10-15*21-15-27-7-20-23-3-1*8-12-22-0-28-16-27-29-2-7-24-3-1*13-18-0-25-7-20-24-4*8-12-19-22-25-7-20-14*
29,14.999941547813888,397,17-28-7-4-1-3*8-12-0-13-6-15-10-29*18-0-25-7-20-24-4*19-17-28-16-10-15-2*23-14-11-17-22-0-13-6-5*8-12-17-11-14-24-4*24-4*21-10-2-29-27-7-25-22-19-12-8-26*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*1-3-23-20-7-27-10-21-5-6-16-28-25-11*22-18-0-28-16-27-29-2-7-24-1-3-9*19-0-18-13-6-21-5-15-10-7-14-11*
28,15.002104278700024,396,17-28-7-4-1-3*8-12-0-13-6-15-10*18-0-25-7-20-24-4*12-19-17-28-16-10-15-2-29*23-14-11-17-22-0-13-6-5*8-12-17-11-14-24-4*24-4*21-10-2-29-27-7-25-22-19-12-8-26*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*1-3-23-20-7-27-10-21-5-6-16-28-25-11*22-18-0-28-16-27-29-2-7-24-1-3-9*19-0-18-13-6-21-5-15-10-7-14-11*
42,15.01107668926818,393,19-17-28-7-4-1-3-14*8-12-0-13-6-15-10-2-29*22-18-0-25-7-20-24-4*19-17-28-16-10-21*3-23-14-11-17-22-0-13-6-5*8-12-17-11-14-24-4*24-4*2-29-27-7-25-22-19-12-8*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*1-3-23-20-7-27-10-21-5-6-16-28-25-11-14*18-0-28-16-27-29-2-7-24-1-3-9*19-18-13-6-21-15-10-7-14-11*
43,15.01505143792378,390,19-17-28-7-4-1-3-14*8-12-0-13-6-15-10-2-29*22-18-0-25-7-20-24-4*19-17-28-16-10-21*23-14-11-17-22-0-13-6-5*8-12-17-11-14-24-4*24-4*2-29-27-7-25-22-19-12-8*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*1-3-23-20-7-27-10-21-5-6-16-28-25-11-14*18-0-28-16-27-29-2-7-24-1-3-9*19-18-13-6-21-15-10-7-14-11*
44,15.036415711947626,385,19-17-28-7-4-1-3-14*8-12-0-13-6-15-10-2-29*22-18-0-25-7-20-24-4*19-17-28-16-10-21*23-14-11-17-22-0-13-6-5*8-12-17-11-14-24-4*24-4*2-29-27-7-25-22-19-12-8*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*1-3-23-20-7-27-10-21-5-6-16-28-25-11*18-0-28-16-27-29-2-7-24-1-3-9*19-18-13-6-21-15-10-7-14-11*
0,15.04284545241992,384,8-12-18-13-6-15-10-2-29*18-0-25*9-14-7-27-10-21*13-18-0-28-7-4-24-14-11-17-12-8*5-6-16-7-14-23-9-1-3-11-17-22-18-0-26*5-21-6-16-28-25-11-3-9*4-3-1-23-14-11-17-22-0-13*29-2-21-5-6-13-0-22-19*21-15-27-7-20-23-3-1*8-12-22-0-28-16-27-29-2-7-24-3-1*15-10-16-28-17-19*4-24-20-7-25-22-19-12-8*
